UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,Air temperature [K]_rolling_mean_10,Air temperature [K]_rolling_std_10,Air temperature [K]_rolling_max_10,Air temperature [K]_rolling_mean_20,Air temperature [K]_rolling_std_20,Air temperature [K]_rolling_max_20,Air temperature [K]_rolling_mean_50,Air temperature [K]_rolling_std_50,Air temperature [K]_rolling_max_50,Process temperature [K]_rolling_mean_10,Process temperature [K]_rolling_std_10,Process temperature [K]_rolling_max_10,Process temperature [K]_rolling_mean_20,Process temperature [K]_rolling_std_20,Process temperature [K]_rolling_max_20,Process temperature [K]_rolling_mean_50,Process temperature [K]_rolling_std_50,Process temperature [K]_rolling_max_50,Rotational speed [rpm]_rolling_mean_10,Rotational speed [rpm]_rolling_std_10,Rotational speed [rpm]_rolling_max_10,Rotational speed [rpm]_rolling_mean_20,Rotational speed [rpm]_rolling_std_20,Rotational speed [rpm]_rolling_max_20,Rotational speed [rpm]_rolling_mean_50,Rotational speed [rpm]_rolling_std_50,Rotational speed [rpm]_rolling_max_50,Torque [Nm]_rolling_mean_10,Torque [Nm]_rolling_std_10,Torque [Nm]_rolling_max_10,Torque [Nm]_rolling_mean_20,Torque [Nm]_rolling_std_20,Torque [Nm]_rolling_max_20,Torque [Nm]_rolling_mean_50,Torque [Nm]_rolling_std_50,Torque [Nm]_rolling_max_50,Tool wear [min]_rolling_mean_10,Tool wear [min]_rolling_std_10,Tool wear [min]_rolling_max_10,Tool wear [min]_rolling_mean_20,Tool wear [min]_rolling_std_20,Tool wear [min]_rolling_max_20,Tool wear [min]_rolling_mean_50,Tool wear [min]_rolling_std_50,Tool wear [min]_rolling_max_50,Air temperature [K]_diff_1,Air temperature [K]_diff_5,Air temperature [K]_diff_10,Air temperature [K]_pct_change,Process temperature [K]_diff_1,Process temperature [K]_diff_5,Process temperature [K]_diff_10,Process temperature [K]_pct_change,Rotational speed [rpm]_diff_1,Rotational speed [rpm]_diff_5,Rotational speed [rpm]_diff_10,Rotational speed [rpm]_pct_change,Torque [Nm]_diff_1,Torque [Nm]_diff_5,Torque [Nm]_diff_10,Torque [Nm]_pct_change,Tool wear [min]_diff_1,Tool wear [min]_diff_5,Tool wear [min]_diff_10,Tool wear [min]_pct_change,cumulative_torque,cumulative_tool_wear,cumulative_rotations,temp_difference,power,temp_tool_interaction,speed_variation,temp_rate_5,steps_since_last_failure,steps_to_next_failure
100.99000000000001,M14860,M,298.1,308.6,1551.0,42.8,0,0,0,0,0,0,0,99.99000000000001,298.1,0.0316227765784517,298.1,298.1,0.04472135954696601,298.1,298.1,0.06642103396891817,298.1,308.6,0.04216370213263751,308.6,308.6,0.057124057077182495,308.6,308.6,0.09035079031935374,308.6,1551.0,62.25925632267287,1551.0,1551.0,86.80086353364354,1631.0,1551.0,112.14674768050781,1771.0,42.8,4.586689779780076,43.2,42.8,6.274758210920165,48.7,42.8,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97555,9.04843,15.635748000000003,10.5,6.638279999999999,0.0,62.25925632267287,0.0,188.01000000000022,999
100.99000000000001,L47181,L,298.2,308.7,1408.0,46.3,3,0,0,0,0,0,0,99.99000000000001,298.15,0.07071067811865074,298.2,298.15,0.07071067811865074,298.2,298.15,0.07071067811865074,298.2,308.65,0.07071067811865074,308.7,308.65,0.07071067811865074,308.7,308.65,0.09035079031935374,308.7,1479.5,101.1162697096763,1551.0,1479.5,101.1162697096763,1631.0,1486.8792,112.14674768050781,1771.0,44.55,4.586689779780076,46.3,44.55,6.274758210920165,48.7,43.19014,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.0999999999999659,0.0,0.0,0.03354579000334201,0.0999999999999659,0.0,0.0,0.03240440699934233,-143.0,0.0,0.0,-9.219858156028371,3.5,0.0,0.0,8.177570093457941,3.0,0.0,0.0,0.0,3.97555,9.04843,15.635748000000003,10.5,6.5190399999999995,0.9260999999999999,101.1162697096763,0.0,188.01000000000022,999
100.99000000000001,L47182,L,298.1,308.5,1498.0,49.4,5,0,0,0,0,0,0,99.99000000000001,298.1333333333334,0.05773502691894699,298.2,298.1333333333334,0.05773502691894699,298.2,298.1333333333334,0.06642103396891817,298.2,308.59999999999997,0.0999999999999801,308.7,308.59999999999997,0.0999999999999801,308.7,308.59999999999997,0.0999999999999801,308.7,1485.6666666666667,72.29338374521788,1551.0,1485.6666666666667,86.80086353364354,1631.0,1486.8792,112.14674768050781,1771.0,46.166666666666664,4.586689779780076,49.4,44.900150000000004,6.274758210920165,49.4,43.19014,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,-0.0999999999999659,0.0,0.0,-0.033534540576785066,-0.19999999999998863,0.0,0.0,-0.06451633721595618,90.0,0.0,0.0,6.392045454545459,3.1000000000000014,0.0,0.0,6.695464362850978,2.0,0.0,0.0,66.66666666666667,3.97555,9.04843,15.635748000000003,10.399999999999977,7.400119999999999,1.5425,72.29338374521788,0.0,188.01000000000022,999
100.99000000000001,L47183,L,298.2,308.6,1433.0,39.5,7,0,0,0,0,0,0,99.99000000000001,298.15,0.057735026918953825,298.2,298.15,0.057735026918953825,298.2,298.15,0.06642103396891817,298.2,308.6,0.08164965809275636,308.7,308.6,0.08164965809275636,308.7,308.6,0.09035079031935374,308.7,1472.5,64.63487190879755,1551.0,1472.5,86.80086353364354,1631.0,1486.8792,112.14674768050781,1771.0,44.5,4.586689779780076,49.4,44.5,6.274758210920165,49.4,43.19014,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.0999999999999659,0.0,0.0,0.03354579000334201,0.10000000000002274,0.0,0.0,0.03241491085901327,-65.0,0.0,0.0,-4.33911882510013,-9.899999999999999,0.0,0.0,-20.040485829959508,2.0,0.0,0.0,39.99999999999999,3.97555,9.04843,15.635748000000003,10.400000000000034,5.66035,2.1602,64.63487190879755,0.0,188.01000000000022,999
100.99000000000001,L47184,L,298.2,308.7,1408.0,40.0,9,0,0,0,0,0,0,99.99000000000001,298.15999999999997,0.05477225575051307,298.2,298.15999999999997,0.05477225575051307,298.2,298.15999999999997,0.06642103396891817,298.2,308.62,0.0836660026534045,308.7,308.62,0.0836660026534045,308.7,308.62,0.09035079031935374,308.7,1459.6,62.970628073729735,1551.0,1459.699,86.80086353364354,1631.0,1486.8792,112.14674768050781,1771.0,43.6,4.586689779780076,49.4,43.6,6.274758210920165,49.4,43.19014,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.0,0.0,0.0,0.0,0.0999999999999659,0.0,0.0,0.03240440699934233,-25.0,0.0,0.0,-1.7445917655268706,0.5,0.0,0.0,1.2658227848101333,2.0,0.0,0.0,28.57142857142858,3.97555,9.04843,15.635748000000003,10.5,5.632,2.7782999999999998,62.970628073729735,0.0,188.01000000000022,999
100.99000000000001,M14865,M,298.1,308.6,1425.0,41.9,11,0,0,0,0,0,0,99.99000000000001,298.15000000000003,0.05477225575050381,298.2,298.15000000000003,0.05477225575050381,298.2,298.15000000000003,0.06642103396891817,298.2,308.6166666666667,0.07527726527090181,308.7,308.6166666666667,0.07527726527090181,308.7,308.6166666666667,0.09035079031935374,308.7,1453.8333333333333,62.25925632267287,1551.0,1459.699,86.80086353364354,1631.0,1486.8792,112.14674768050781,1771.0,43.31666666666666,4.586689779780076,49.4,43.31666666666666,6.274758210920165,49.4,43.19014,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,-0.0999999999999659,0.0,0.0,-0.033534540576785066,-0.0999999999999659,0.0,0.0,-0.03239390994491664,17.0,-126.0,0.0,1.2073863636363535,1.8999999999999986,-0.8999999999999986,0.0,4.749999999999988,2.0,11.0,0.0,22.222222222222232,3.97555,9.04843,15.635748000000003,10.5,5.97075,3.3946000000000005,62.25925632267287,0.0,188.01000000000022,999
100.99000000000001,L47186,L,298.1,308.6,1558.0,42.4,14,0,0,0,0,0,0,99.99000000000001,298.14285714285717,0.05345224838246661,298.2,298.14285714285717,0.05345224838246661,298.2,298.14285714285717,0.06642103396891817,298.2,308.61428571428576,0.0690065559342277,308.7,308.61428571428576,0.0690065559342277,308.7,308.61428571428576,0.09035079031935374,308.7,1468.7142857142858,66.02957490325653,1558.0,1468.7142857142858,86.80086353364354,1631.0,1486.8792,112.14674768050781,1771.0,43.18571428571429,4.586689779780076,49.4,43.18571428571429,6.274758210920165,49.4,43.18571428571429,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.0,-0.0999999999999659,0.0,0.0,0.0,-0.0999999999999659,0.0,0.0,133.0,150.0,0.0,9.333333333333327,0.5,-3.8999999999999986,0.0,1.193317422434359,3.0,11.0,0.0,27.27272727272727,3.97555,9.04843,15.635748000000003,10.5,6.605919999999999,4.3204,66.02957490325653,-0.0999999999999659,188.01000000000022,999
100.99000000000001,L47187,L,298.1,308.6,1527.0,40.2,16,0,0,0,0,0,0,99.99000000000001,298.1375,0.05175491695065552,298.2,298.1375,0.05175491695065552,298.2,298.1375,0.06642103396891817,298.2,308.6125,0.06408699444615774,308.7,308.6125,0.06408699444615774,308.7,308.6125,0.09035079031935374,308.7,1476.0,64.51135005341534,1558.0,1476.0,86.80086353364354,1631.0,1486.8792,112.14674768050781,1771.0,42.8125,4.586689779780076,49.4,42.8125,6.274758210920165,49.4,42.8125,7.320963394496148,53.3,12.3,6.055300708206729,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.0,0.0,0.0,0.0,0.0,0.10000000000002274,0.0,0.0,-31.0,29.0,0.0,-1.9897304236200286,-2.1999999999999957,-9.199999999999996,0.0,-5.188679245283012,2.0,11.0,0.0,14.28571428571428,3.97555,9.04843,15.635748000000003,10.5,6.13854,4.937600000000001,64.51135005341534,0.10000000000002274,188.01000000000022,999
100.99000000000001,M14868,M,298.3,308.7,1667.0,28.6,18,0,0,0,0,0,0,99.99000000000001,298.15555555555557,0.07264831572566778,298.3,298.15555555555557,0.07264831572566778,298.3,298.15555555555557,0.07264831572566778,298.3,308.6222222222222,0.06666666666665884,308.7,308.6222222222222,0.06666666666665884,308.7,308.6222222222222,0.09035079031935374,308.7,1497.2222222222222,87.720832442724,1667.0,1497.2222222222222,87.720832442724,1667.0,1497.2222222222222,112.14674768050781,1771.0,41.233333333333334,5.720795399243013,49.4,41.233333333333334,6.274758210920165,49.4,41.233333333333334,7.320963394496148,53.3,12.3,6.078194176270157,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.10000000000002274,0.10000000000002274,0.0,0.033818058843437804,0.0999999999999659,0.0999999999999659,0.0,0.03240440699934233,140.0,234.0,0.0,9.168303863785198,-11.600000000000001,-10.899999999999999,0.0,-28.855721393034827,2.0,11.0,0.0,12.5,3.97555,9.04843,15.635748000000003,10.399999999999977,4.767620000000001,5.5565999999999995,87.720832442724,0.0999999999999659,188.01000000000022,999
100.99000000000001,M14869,M,298.5,309.0,1741.0,28.0,21,0,0,0,0,0,0,99.99000000000001,298.19,0.1286683937707858,298.5,298.19,0.1286683937707858,298.5,298.19,0.1286683937707858,298.5,308.65999999999997,0.1349897115421144,309.0,308.65999999999997,0.1349897115421144,309.0,308.65999999999997,0.1349897115421144,309.0,1521.6,113.06065235576496,1741.0,1521.6,113.06065235576496,1741.0,1521.6,113.06065235576496,1771.0,39.910000000000004,6.826655273427996,49.4,39.910000000000004,6.826655273427996,49.4,39.910000000000004,7.320963394496148,53.3,12.3,6.834552736727628,23.0,24.549500000000002,12.810353542862318,48.0,61.1194,34.18008184097702,123.0,0.10000000000002274,0.30000000000001137,0.0,0.033818058843437804,0.19999999999998863,0.30000000000001137,0.0,0.06455777921239303,74.0,333.0,0.0,4.439112177564497,-0.6000000000000014,-12.0,0.0,-2.0979020979021046,3.0,12.0,0.0,16.666666666666675,3.97555,9.04843,15.635748000000003,10.5,4.8748,6.489,113.06065235576496,0.30000000000001137,188.01000000000022,999
